english,spanish
Gibraltar Delivery estimate: 19/10/25,Gibraltar Entrega prevista 19/10/25
Greece Delivery estimate: 15/10/25,Grecia Entrega prevista 15/10/25
Hong Kong SAR China Delivery estimate: 16/10/25,RAE de Hong Kong (China) Entrega prevista 16/10/25
Hungary Delivery estimate: 15/10/25,Hungría Entrega prevista 15/10/25
Iceland Delivery estimate: 16/10/25,Islandia Entrega prevista 16/10/25
Ireland Delivery estimate: 15/10/25,Irlanda Entrega prevista 15/10/25
Isle of Man Delivery estimate: 17/10/25,Isla de Man Entrega prevista 17/10/25
Israel Delivery estimate: 19/10/25,Israel Entrega prevista 19/10/25
Italy Delivery estimate: 15/10/25,Italia Entrega prevista 15/10/25
Japan Delivery estimate: 18/10/25,Japón Entrega prevista 18/10/25
Jersey Delivery estimate: 20/10/25,Jersey Entrega prevista 20/10/25
Kazakhstan Delivery estimate: 17/10/25,Kazajistán Entrega prevista 17/10/25
Kuwait Delivery estimate: 15/10/25,Kuwait Entrega prevista 15/10/25
Latvia Delivery estimate: 15/10/25,Letonia Entrega prevista 15/10/25
Lebanon Delivery estimate: 16/10/25,Líbano Entrega prevista 16/10/25
Lithuania Delivery estimate: 15/10/25,Lituania Entrega prevista 15/10/25
Luxembourg Delivery estimate: 15/10/25,Luxemburgo Entrega prevista 15/10/25
Macao SAR China Delivery estimate: 17/10/25,RAE de Macao (China) Entrega prevista 17/10/25
Malaysia Delivery estimate: 18/10/25,Malasia Entrega prevista 18/10/25
Malta Delivery estimate: 15/10/25,Malta Entrega prevista 15/10/25
Mexico Delivery estimate: 19/10/25,México Entrega prevista 19/10/25
Monaco Delivery estimate: 16/10/25,Mónaco Entrega prevista 16/10/25
Netherlands Delivery estimate: 15/10/25,Países Bajos Entrega prevista 15/10/25
New Zealand Delivery estimate: 15/10/25,Nueva Zelanda Entrega prevista 15/10/25
Norway Delivery estimate: 15/10/25,Noruega Entrega prevista 15/10/25
Oman Delivery estimate: 18/10/25,Omán Entrega prevista 18/10/25
Peru Delivery estimate: 19/10/25,Perú Entrega prevista 19/10/25
Philippines Delivery estimate: 18/10/25,Filipinas Entrega prevista 18/10/25
Poland Delivery estimate: 16/10/25,Polonia Entrega prevista 16/10/25
Portugal Delivery estimate: 15/10/25,Portugal Entrega prevista 15/10/25
Puerto Rico Delivery estimate: 17/10/25,Puerto Rico Entrega prevista 17/10/25
Qatar Delivery estimate: 16/10/25,Catar Entrega prevista 16/10/25
Réunion Delivery estimate: 20/10/25,Reunión Entrega prevista 20/10/25
Romania Delivery estimate: 15/10/25,Rumanía Entrega prevista 15/10/25
Russia Delivery estimate: 23/10/25,Rusia Entrega prevista 23/10/25
Saudi Arabia Delivery estimate: 16/10/25,Arabia Saudí Entrega prevista 16/10/25
Singapore Delivery estimate: 17/10/25,Singapur Entrega prevista 17/10/25
Slovakia Delivery estimate: 15/10/25,Eslovaquia Entrega prevista 15/10/25
Slovenia Delivery estimate: 15/10/25,Eslovenia Entrega prevista 15/10/25
South Africa Delivery estimate: 23/10/25,Sudáfrica Entrega prevista 23/10/25
South Korea Delivery estimate: 17/10/25,Corea del Sur Entrega prevista 17/10/25
Sweden Delivery estimate: 15/10/25,Suecia Entrega prevista 15/10/25
Switzerland Delivery estimate: 15/10/25,Suiza Entrega prevista 15/10/25
Taiwan Delivery estimate: 20/10/25,Taiwán Entrega prevista 20/10/25
Thailand Delivery estimate: 19/10/25,Tailandia Entrega prevista 19/10/25
Türkiye Delivery estimate: 16/10/25,Turquía Entrega prevista 16/10/25
United Arab Emirates Delivery estimate: 16/10/25,Emiratos Árabes Unidos Entrega prevista 16/10/25
Uzbekistan Delivery estimate: 20/10/25,Uzbekistán Entrega prevista 20/10/25
Vietnam Delivery estimate: 21/10/25,Vietnam Entrega prevista 21/10/25
Love beauty innovation?,Consigue ofertas exclusivas
Subscribe and get 10% off your first order!,Suscríbete y consigue un 10% de descuento en tu primer pedido.
"By subscribing, I agree to receive marketing communications from FOREO. I understand that I can unsubscribe at any time.",Acepto recibir comunicaciones comerciales de FOREO y entiendo que puedo darme de baja en cualquier momento.
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.,Este sitio está protegido por reCAPTCHA y se aplica la Política de privacidad y las Condiciones del servicio de Google.
Help,Ayuda
Contact us,Contáctanos
Orders & Shipping,Pedidos y envíos
Warranty & Returns,Garantía y devoluciones
Frequently asked questions,Preguntas frecuentes
Follow us,Síguenos
Instagram,Instagram
Facebook,Facebook
X,X
YouTube,YouTube
LinkedIn,LinkedIn
Pinterest,Pinterest
TikTok,TikTok
My account,Mi cuenta
Product registration,Registro de productos
Support,Ayuda
Company,Empresa
About,Sobre FOREO
Affiliate program,Afiliados
AI & Affiliate News,Noticias de afiliados
Become a partner,Asociados
Terms of use,Términos y condiciones
Privacy policy,Aviso de privacidad
100% secure payment,Pago 100% seguro
Reviews by Bazaarvoice,Reseñas de Bazaarvoice
© 2025 FOREO All rights reserved,© 2025 FOREO Todos los derechos reservados
"Oh, your cart is empty.","Oh, tu cesta está vacía."
Explore our exciting products.,Descubre nuestros increíbles productos..
Facial cleansing,Limpieza facial
Facelift,Lifting facial
Hydration,Hidratación
Oral care,Cuidado bucal
Unlock the SECRET OFFERS first.,Tenemos un GRAN SECRETO que contarte.
"Get the secret code for an exclusive Black Friday Haul ! Grab the best deals, stack discounts, and start shopping before everyone else with an extra 40% off . Join the biggest sale of the year, shop now or cry later!","Consigue el código secreto para un Black Friday exclusivo . Aprovecha el momento perfecto, con precios irresistibles y empieza a comprar antes que nadie con un 40 % extra . Únete a la mayor venta del año, compra ahora o arrepiéntete después."
Anti-Aging LED Face Mask,Máscara Facial LED Antiedad
Pre-order & get two FAQ™ Red Light Peptide Serums.,Reserva ahora y consigue dos FAQ™ Red Light Peptide Serums de regalo.
Near infrared & red light therapy LED face mask,Reafirma. Rejuvenece. Repara.
Reduce wrinkles by 32% in just 2 weeks.,Una nueva generación de máscara LED.
"Ultra-lightweight, wireless, and made with flexi-fit silicone, FAQ™ 202 LED light therapy mask is an entirely new generation of LED mask with red light therapy. Featuring 8 different wavelengths, including near-infrared, this mask boosts collagen and tackles wrinkles, age spots, dullness, uneven tone, and texture. Walk around freely while enjoying the benefits of red light therapy.","Las máscara LED faciales de silicona FAQ™ 200 son ultraligeras, inalámbricas y se adaptan a tu rostro como una segunda piel transparente para cubrirlo de forma uniforme. La terapia LED potencia la producción de colágeno para fortalecer las diferentes capas de la piel, y estimula su proceso de curación natural. Mientras, podrás moverte libremente y seguir con tu día a día."
Experience spa-level LED facial treatments at the push of a button. And combine with FAQ™ 102 for the perfect Swiss Anti-aging routine.,Combina con un dispositivo FAQ™ 100 para la perfecta rutina antiedad suiza.
Red light therapy,Tecnología LED antiedad
Red LED light helps to improve fine lines by stimulating collagen and elastin production - which are essential for maintaining youthfully firm and plump skin.,"Las 8 ondas de luz LED tratan todo tipo de problemas de la piel, como las arrugas, la pigmentación, las imperfecciones o el tono apagado. Descubre a continuación los resultados clínicos."
600 LED light points,Cobertura de luz uniforme
FAQ™ 202 LED light therapy mask spread light evenly across your skin via 600 LED light points - ensuring the LED wavelengths evenly penetrate each millimeter of skin. 100% of users agree.,"La máscara LED FAQ™ 202 distribuye la luz uniformemente por la piel a través de 600 puntos optimizados de luz, lo que garantiza que las ondas LED penetren de forma uniforme en cada milímetro de la piel. El 100% de los usuarios están de acuerdo."
Real results,Resultados reales
100%,100%
of users report FAQ™ 202 fits their face perfectly.,de los usuarios declaró que FAQ™ 202 se adaptó perfectamente a su rostro.
of users would recommend FAQ™ 202 to a friend.,de los usuarios recomendaría FAQ™ 202 a un amigo.
Perfectly fits every face,Se adapta a la perfección a cualquier rostro
"Designed with unique flexi-fit silicone, FAQ™ 202 LED light therapy mask molds to your face like a transparent second skin - so every area of your face receives the same concentration of LED light.","Diseñada con la exclusiva silicona flexi-fit, FAQ™ 202 se adapta a tu rostro como si fuera una segunda piel transparente. De esta forma, toda tu piel recibe la misma concentración de luz LED."
Complete freedom of movement,Libertad completa de movimiento
"Ultra-lightweight, transparent and wireless, with an open eye and mouth design, and soft non-slip headband, FAQ™ 202 LED light therapy mask is unobtrusive and extremely comfortable to move around in while continuing with your day. 100% of users agree.","Ultraligera, inalámbrica y transparente, con abertura para los ojos y la boca y una cinta suave y antideslizante, FAQ™ 202 es una máscara discreta que te permite moverte cómodamente mientras continúas tu día. El 100% de los usuarios está de acuerdo."
Pre-programmed treatments,Tratamientos preprogramados
Get a 5 minute quick-fix or target specific skin concerns with thorough pre-set routines on the FAQ™ Swiss app.,"Disfruta de un tratamiento rápido de 5 minutos, un tratamiento calmante y reparador, o un tratamiento que combate problemas específicos de tu piel con las rutinas prediseñadas de la aplicación FAQ™ Swiss."
Smart Swiss design,Diseño inteligente suizo
"FAQ™ 202 LED light therapy mask is USB rechargeable, ultra-hygienic, non-porous, easy to clean, and quick-drying. It also comes with its own display case.","FAQ™ 202 es una máscara recargable por USB, ultrahigiénica, no porosa y fácil de limpiar y de secar. Incluye un soporte expositor."
Get a 5 minute quick-fix or target specific skin concerns with thorough pre-set routines on the FAQTM Swiss app.,"Disfruta de un tratamiento rápido de 5 minutos, un tratamiento calmante y reparador, o un tratamiento que combate problemas específicos de tu piel con las rutinas prediseñadas de la aplicación FAQ™ Swiss."
"FAQTM 202 LED light therapy mask is USB rechargeable, ultra-hygienic, non-porous, easy to clean, and quick-drying. It also comes with its own display case.","FAQ™ 202 es una máscara recargable por USB, ultrahigiénica, no porosa y fácil de limpiar y de secar. Incluye un soporte expositor."
Clinical results,Resultados clínicos
Reduces wrinkles by 32% in just 2 weeks.,Reduce las arrugas un 32% en sólo 2 semanas.
Reduces wrinkles by,Reduce las arrugas un
32%,32%
in just 2 weeks.,en sólo 2 semanas.
Significantly increases firmness.,Aumenta significativamente la firmeza de la piel.
Significantly,Aumenta significativamente
increases firmness.,la firmeza de la piel.
Significantly increases elasticity in just 2 weeks.,Aumenta significativamente la elasticidad de la piel en sólo 2 semanas.
increases elasticity in just 2 weeks.,la elasticidad de la piel en sólo 2 semanas.
Reduces acne by 48% in just 2 weeks.,Reduce el acné un 48% en sólo 2 semanas.
Reduces acne by,Reduce el acné un
48%,48%
Reduces sebum by 18% in just 2 weeks.,Reduce la producción excesiva de sebo un 18% en tan sólo 2 semanas.
Reduces sebum by,Reduce la producción excesiva de sebo un
18%,18%
in just 2 weeks.,en tan sólo 2 semanas.
What makes it so powerful,¿Por qué es tan potente?
NIR (Near-infrared) LED light (854 nm),Luz NIR (infrarrojo cercano) (850 nm)
Intended to stimulate the production of collagen & accelerate the repair of damaged skin cells.,"Penetra más profundamente que la luz LED roja para potenciar los beneficios. Mejora la apariencia de las arrugas, las manchas de la edad y la flacidez."
Red LED light (637 nm),Luz LED roja (650 nm)
Intended to improve the appearance of wrinkles.,Favorece la producción de colágeno y elastina para combatir los signos de envejecimiento cutáneo. El resultado es una apariencia más joven.
Blue LED light (465 nm),Luz LED azul (420 nm)
Intended to improve the appearance of mild to moderate inflammatory acne.,"Elimina el acné, reduce la apariencia de las imperfecciones y previene futuras erupciones cutáneas."
Green LED light (520 nm),Luz LED verde (519 nm)
Intended to brighten dull skin & even skin tone.,Ilumina la piel y equilibra su tono.
Orange LED light (600 nm),Luz LED naranja (590 nm)
Intended to improve skin texture.,Revitaliza la piel y ayuda a mejorar su textura.
Yellow light (580 nm),Luz LED amarilla (570 nm)
Intended to reduce the appearance of redness.,Reduce la apariencia de las rojeces y calma la piel.
Purple LED light (440 nm),Luz LED morada (450 nm)
Intended to improve hyperpigmentation.,Reduce la apariencia de las manchas de la edad y la hiperpigmentación.
Cyan LED light (485 nm),Luz LED cian (463 nm)
Intended to calm stressed skin.,Calma y alivia la piel estresada.
"* Green, Orange, Purple, Cyan, Yellow light are not intended to have a medical effect.","*Las luces verde, naranja, púrpura, cian y amarilla no están destinadas a tener un efecto médico."
By popular demand,Por demanda popular
"The world’s best-selling wireless LED face mask, but upgraded to fit the needs of FAQ Swiss fans.","La máscara facial LED inalámbrica más vendida del mundo, mejorada para las necesidades de los fans de FAQ Swiss."
634 LED light points,634 puntos de luz LED
"An additional 9 LED bulbs in the forehead diamond to fade stubborn frown lines, and extra LED points.","9 LEDs adicionales en el diamante de la frente para atenuar las arrugas rebeldes del ceño, más puntos LED extra."
50% higher light intensity,50 % más de intensidad lumínica
"To treat the skin around the eyes more effectively, while still protecting it with a gold frame.","Para tratar mejor la piel alrededor de los ojos, protegiéndola con un marco dorado."
Clinically proven to:,Clínicamente probado para:
"Reduce wrinkles by 32%, acne by 48%, and sebum by 18%, and significantly increase elasticity in 2 weeks.","Reducir arrugas un 32 %, acné un 48 % y sebo un 18 %, y aumentar significativamente la elasticidad en 2 semanas."
FAQ™ 202 Bundle,FAQ™ 202 Bundle
FAQ™ 202 plus Pre-order,FAQ™ 202 plus Pre-order
"Designed to perfectly fit your face for even light coverage, this ultra-lightweight and wireless face mask uses red light therapy to deliver anti-aging results – all while you walk around and get on with your day. Reduce wrinkles and tackle acne in just 2 weeks.","Diseñada para adaptarse perfectamente a tu rostro y ofrecerte una cobertura de luz uniforme, esta máscara facial inalámbrica y ultraligera usa tecnologías clínicas para aportar resultados clínicos antiedad. Mientras la uses, podrás moverte con total libertad y continuar tu día. Reduce las arrugas y mejora la firmeza y elasticidad de la piel en sólo 2 semanas."
600 LED light points placed in optimal locations ensure even light coverage.,"8 longitudes de ondas LED que combaten los signos avanzados de envejecimiento, la hiperpigmentación y la piel apagada."
100% of users report FAQ™ 202 fits their face perfectly.,600 puntos de luz perfectamente ubicados para garantizar una cobertura de luz uniforme.
"Ultra-lightweight, wireless & open eye design with non-slip headband make it easy to move around.",El 100% de los usuarios declaró que FAQ™ 202 se adaptó perfectamente a su rostro
Pre-set treatments for specific skin concerns are available on the FAQ™ Swiss app.,"Ultraligera, sin cables, con abertura para los ojos y cinta de cabeza antideslizante para que te puedas mover fácilmente."
FAQ™ 202 Silicone LED Face Mask,La aplicación FAQ™ Swiss incluye tratamientos prediseñados que tratan problemas específicos de la piel.
60 mL FAQ™ Silicone Cleaning Spray,Máscara LED facial de silicona FAQ™ 202
Display case,Spray limpiador de silicona FAQ™ 60 ml
Accessory pouch,Estuche
USB charging cable,Bolsa de almacenamiento
Quick start guide,Cable USB
User manual,Guía de inicio rápido
2-year warranty,Manual de uso
FAQ™ 202 Bundle,Garantía de 2 años
"The ultimate best-buy bundle proves that a perfect pair can change a life. An Anti-Aging LED Mask with 8 wavelengths, including NIR, serves all skin needs, tackling everything from fine lines and pigmentation to blemishes and dullness. Combine the lightweight, wire-free LED mask with the FAQ™ Red Light Peptide Serum, an all-in-one antioxidant-rich serum with Peptides, Sea Daffodil, HA, Green Tea & Cica.",FAQ™ 202 Bundle
Clinically proven to reduce wrinkles by 32% in just 2 weeks.,"El pack definitivo y más rentable demuestra que una pareja perfecta puede cambiar tu vida. Una máscara LED antiedad con 8 longitudes de onda, incluyendo NIR, que cubre todas las necesidades de la piel, desde líneas finas y pigmentación hasta imperfecciones y falta de luminosidad. Combina esta ligera máscara LED sin cables con el sérum FAQ™ Red Light Peptide, un sérum todo en uno rico en antioxidantes con péptidos, Narciso Marino, ácido hialurónico, té verde y cica."
Clinically proven to significantly improve skin firmness and elasticity in just 2 weeks.,Está clínicamente probado que reduce las arrugas un 32 % en solo 2 semanas.
Reduces acne by 48% and sebum by 18% in just 2 weeks.,Mejora significativamente la firmeza y elasticidad de la piel en solo 2 semanas.
623 points of light placed in optimal locations ensure even light coverage.,Reduce el acné un 48 % y el sebo un 18 % en solo 2 semanas.
"Collagen-boosting Peptides, brightening Sea Daffodil, hydrating HA, soothing Green Tea & Cica.",623 puntos de luz colocados estratégicamente aseguran una cobertura uniforme.
Preps and primes to optimize LED performance for best results while supporting the skin barrier.,"Péptidos que estimulan el colágeno, Narciso Marino que ilumina, ácido hialurónico que hidrata y té verde y cica que calman."
FAQ™ 202 plus Pre-order,"Prepara y potencia la piel para optimizar el rendimiento de la LED y conseguir los mejores resultados, además de proteger la barrera cutánea."
"The ultimate best-buy bundle proves that a perfect pair can change a life. An Anti-Aging LED Mask with 8 (NIR + 7) wavelengths and extra LEDs in the forehead diamond, serves all skin needs, tackling everything from fine lines and pigmentation to blemishes and dullness. Combine the lightweight, wire-free LED mask with the FAQ™ Red Light Peptide Serum, an all-in-one antioxidant-rich serum with Peptides, Sea Daffodil, HA, Green Tea & Cica.",FAQ™ 202 plus Pre-order
Clinically proven to improve firmness and elasticity and reduce wrinkles by 32% in just 2 weeks.,"El pack definitivo y más rentable demuestra que una pareja perfecta puede cambiar tu vida. Una máscara LED antiedad con 8 longitudes de onda (NIR + 7) y LEDs extra en el diamante de la frente, que cubre todas las necesidades de la piel, tratando desde líneas finas y pigmentación hasta imperfecciones y falta de luminosidad. Combina esta ligera máscara LED sin cables con el sérum FAQ™ Red Light Peptide, un sérum todo en uno rico en antioxidantes con péptidos, Narciso Marino, ácido hialurónico, té verde y cica."
"50% stronger lights, better eye area penetration, and 9 additional LEDs to fade mid-brow frown lines",Está clínicamente probado que mejora la firmeza y elasticidad y reduce las arrugas un 32 % en solo 2 semanas.
Reduces acne by 48% and sebum by 18% in just 2 weeks.,"Luces LED un 50 % más potentes, mejor penetración en el área de los ojos y 9 LEDs adicionales para atenuar las líneas del ceño medio."
634 points of light with extra forehead LEDs ensure even light coverage.,Reduce el acné un 48 % y el sebo un 18 % en solo 2 semanas.
"Collagen-boosting Peptides, brightening Sea Daffodil, hydrating HA, soothing Green Tea & Cica.",634 puntos de luz con LEDs extra en la frente aseguran una cobertura uniforme.
RELATED PRODUCTS,"Prepara y potencia la piel para optimizar el rendimiento de la LED y conseguir los mejores resultados, además de proteger la barrera cutánea."
RELATED PRODUCTS,PRODUCTOS RELACIONADOS
FAQ™ 221,PRODUCTOS RELACIONADOS
FAQ™ P1,FAQ™ 221
FAQ™ 211,FAQ™ P1
FAQ™ Red Light Peptide Serum,FAQ™ 211
FAQ™ vs Other LED Masks,FAQ™ Red Light Peptide Serum
"Unlike other LED masks which only beam light on a few specific points on the face, FAQ™ LED masks spread light evenly across your skin via 600 optimized points of light.",FAQ™ vs. Otras Máscaras LED
"Coupled with the flexi-fit aspect, this ensures that the LED wavelengths penetrate each millimeter of the skin - delivering the same effective treatment to all areas at the same time, no matter what your face shape.","A diferencia de otras máscaras LED que solo proyectan luz en unos pocos puntos específicos del rostro, las máscaras LED FAQ™ distribuyen la luz de manera uniforme sobre la piel mediante 600 puntos de luz optimizados. Combinado con el aspecto flexi fit, esto garantiza que las longitudes de onda LED penetren cada milímetro de la piel, ofreciendo el mismo tratamiento eficaz en todas las áreas al mismo tiempo, sin importar la forma de tu rostro."
A perfect fit,La medida perfecta
"Our engineers scanned over 10,000 faces to develop the very first LED mask that forms perfectly to your face - whatever the shape. Check out photos of our employees incorporating FAQTM 202 into their self-care routines…","Nuestros ingenieros han escaneado más de 10000 rostros para desarrollar la primera máscara LED que se amolda perfectamente a tu cara, sea cual sea su forma. Echa un vistazo a las fotos de nuestros empleados, que han incorporado FAQ™ 202 a sus rutinas de cuidado personal..."
Manuka Honey Primer,Manuka Honey Primer
"Made with real manuka honey, this nutrient-rich primer softens skin and enhances elasticity for a naturally radiant complexion. Apply a thin layer to clean, dry skin and follow with designated FAQTM devices, or massage with fingertips until fully absorbed.","Con miel de manuka natural, esta base repleta de nutrientes suaviza la piel y aumenta su elasticidad para que luzca radiante. Aplica una fina capa sobre piel limpia y seca y utiliza tu dispositivo FAQ™, o masajea con la punta de los dedos hasta que se absorba por completo."
Dermatologist tested & for all skin types.,Probada dermatológicamente y para todo tipo de pieles.
Simple & easy,Fácil y sencillo
STEP 1,PASO 1
Put on mask,Coloca la máscara
"Start with a clean and dry face & apply FAQTM P1, if desired. Then place your FAQTM 202 Silicone LED Face Mask over your face, and secure in place with the headband.","Limpia y seca tu rostro, y aplica si lo deseas FAQ™ P1. Coloca tu máscara LED facial FAQ™ sobre tu rostro, y asegúrala con la cinta de cabeza."
STEP 2,PASO 2
Turn on,Enciende
"Press the universal button to turn on your mask. You can change the LED colors by quick-pressing the button again. With FAQTM 202, you can access more settings and pre-programmed treatments via the FAQTM Swiss app. Download the app here.",Pulsa el botón central para encender tu máscara. Cambia los colores LED pulsando rápidamente el botón. Accede a más ajustes y tratamientos para FAQ™ 202 desde la aplicación. Descarga la aplicación aquí.
STEP 3,PASO 3
Move freely,Muévete con libertad
"Enjoy your LED facial for up to 15 mins, while you continue with your day - for multitasking at its best. Once finished, press the universal button for 3 seconds to turn off your mask.","Disfruta de un tratamiento LED facial 15 minutos, mientras continúas con tu vida diaria (multitarea en su máxima expresión). Cuando finalice el tratamiento, mantén pulsado el botón central 3 segundos para apagar tu máscara."
"Sustainable Premium quality & a product life of years, with no replacement parts required. Ever.",Sostenible Un producto de calidad superior que durará muchos años y no requerirá partes remplazables.
Sustainable,Sostenible
"Premium quality & a product life of years, with no replacement parts required. Ever.",Un producto de calidad superior que durará muchos años y no requerirá partes remplazables.
Cruelty-free & Vegan No animals were used in the development and testing of this product.,Vegano y cruelty free Ningún animal fue utilizado durante el desarrollo y las pruebas de este producto.
Cruelty-free & Vegan,Vegano y cruelty free
No animals were used in the development and testing of this product.,Ningún animal fue utilizado durante el desarrollo y las pruebas de este producto.
Staggering battery life USB rechargeable with up to 90 mins per single charge.,Batería de duración extrema Recargable por USB con hasta 90 minutos de uso por carga.
Staggering battery life,Batería de duración extrema
USB rechargeable with up to 90 mins per single charge.,Recargable por USB con hasta 90 minutos de uso por carga.
"Ultra-hygienic silicone Non-porous, quick-drying, and easy to clean.","Silicona ultra higiénica No porosa, de secado rápido y fácil de limpiar."
Ultra-hygienic silicone,Silicona ultra higiénica
"Non-porous, quick-drying, and easy to clean.","No porosa, de secado rápido y fácil de limpiar."
LED light,Luz LED
Clinical results & Expert reviews,Resultados clínicos y reseñas de expertos
YOU MAY ALSO LIKE,TAMBIÉN TE PUEDE GUSTAR
FAQ™ Dual LED Panel,FAQ™ Dual LED Panel
FAQ™ 102,FAQ™ 102
INDEPENDENT REVIEWS BY BAZAAR VOICE,RESEÑAS INDEPENDIENTES DE BAZAAR VOICE
See what others think...,Mira lo que piensan otras personas...
FAQ™ 201,FAQ™ 201
FAQ™ 211,FAQ™ 211
FAQ™ 221,FAQ™ 221
The world's 1st full-spectrum red light,La primera luz roja de espectro completo del mundo
Built to go deeper. Red light evolved.,Diseñado para llegar más profundo en la piel. Luz roja evolucionada.
"Our bodies evolved to draw healing energy from the sun's red and near-infrared light - to fuel cellular function, support skin repair, and promote overall skin health. The problem is that the sun also exposes us to harmful UV and blue light, which can adversely cause skin aging, pigmentation, and DNA damage. So FAQ™ has engineered a revolutionary new device: a full-spectrum red light therapy device that mimics the full spectrum of the sun’s natural healing wavelengths - delivering both broad and narrow light wavelengths, while filtering out damaging UV and blue light. This isn’t just red light therapy. It’s the complete spectrum of skin rejuvenation.","Nuestros cuerpos han evolucionado para captar la energía reparadora de la luz roja y el infrarrojo cercano del sol, impulsando la función celular, favoreciendo la reparación de la piel y promoviendo su salud en general. El problema es que el sol también nos expone a radiaciones dañinas como los rayos UV y la luz azul, que pueden acelerar el envejecimiento cutáneo, causar pigmentación irregular y dañar el ADN. Por eso, FAQ™ ha desarrollado un dispositivo revolucionario: un equipo de terapia con luz roja de espectro completo que reproduce el espectro completo de las longitudes de onda naturales y reparadoras del sol, combinando luz roja de banda ancha y estrecha, y filtrando los rayos UV y la luz azul perjudiciales. Esto no es solo terapia con luz roja. Es el espectro completo del rejuvenecimiento cutáneo."
Improves pigmentation,Mejora la pigmentación
"Targets pigmentation irregularities, such as sunspots, age spots, and discoloration - promoting a more even and youthful complexion.","Actúa sobre las irregularidades de la pigmentación, como las manchas solares, las manchas de edad y las decoloraciones, promoviendo un tono de piel más uniforme y rejuvenecido."
Minimizes wrinkles,Minimiza las arrugas
"Stimulates collagen and elastin production, helping to reduce fine lines and wrinkles, and improve firmness, by rejuvenating the skin’s structure.","Estimula la producción de colágeno y elastina, ayudando a reducir líneas finas y arrugas, y a mejorar la firmeza al rejuvenecer la estructura de la piel."
Treats acne & scarring,Trata el acné y las cicatrices
"Targets acne-causing bacteria to help reduce breakouts, and accelerates tissue healing to help soften and fade the appearance of scars.",Actúa sobre las bacterias causantes del acné para ayudar a reducir los brotes y acelera la cicatrización del tejido para suavizar y disminuir la apariencia de las cicatrices.
Smooths skin texture,Suaviza la textura de la piel
"Encourages collagen renewal and cellular turnover, helping to improve roughness and pore size, and enhance overall skin quality - for a smoother, more radiant finish.","Favorece la renovación de colágeno y la renovación celular, ayudando a mejorar la aspereza y el tamaño de los poros, y a realzar la calidad general de la piel — para un acabado más suave y radiante."
Reduces redness,Reduce el enrojecimiento
"Effectively calms redness and rosacea by targeting the underlying causes of skin inflammation, leading to a more balanced complexion.","Calma eficazmente el enrojecimiento y la rosácea al actuar sobre las causas subyacentes de la inflamación cutánea, logrando un tono de piel más uniforme y equilibrado."
Smart Swiss design,Diseño suizo inteligente
"USB rechargeable, cordless, lightweight & ergonomically shaped. Access 3 video-guided treatments on the FAQ™ Swiss app.","Recargable por USB, inalámbrico, ligero y de diseño ergonómico. Accede a 3 tratamientos guiados por video en la app FAQ™ Swiss."
Red light evolved.,La luz roja evolucionada.
Full-spectrum vs. traditional red light,Luz roja de espectro completo vs. tradicional
"Traditional red light therapy devices have tried to replicate the benefits we get from the sun, using single LED wavelengths (e.g. 650 nm, 850 nm). And while these wavelengths have shown clinically proven results - their effects are limited. Because the sun doesn’t emit a single wavelength - it delivers a broad, rich spectrum of red light. FAQ™ 502 is the first at-home device to use both broad-spectrum and narrow wavelength light technologies. This is what allows it to optimize results across multiple skin layers, and at precise depths - just like the sun (without the harmful UV and blue light).","Los dispositivos tradicionales de terapia de luz roja han intentado replicar los beneficios que obtenemos del sol utilizando longitudes de onda LED específicas (por ejemplo, 650 nm, 850 nm). Y aunque estas longitudes de onda han demostrado eficacia clínica, sus efectos son limitados. Esto se debe a que el sol no emite una única longitud de onda, sino que ofrece un espectro amplio y completo de luz roja. El FAQ™ 502 es el primer dispositivo para uso doméstico que combina tecnologías de luz de espectro amplio y longitudes de onda estrechas."
FAQ™ 501,FAQ™ 501
"Engineered to erase blemishes so you don’t have to cover them. Harnessing the power of full-spectrum red light energy, FAQ™ 502 goes beyond superficial treatments by targeting the root causes of skin damage at a cellular level. Whether you need help minimizing the appearance of fine lines & wrinkles, targeting pigmentation irregularities, or reducing texture & redness, this device visibly improves overall skin quality, and restores your complexion to its healthiest. This isn’t just red light therapy. It’s the complete spectrum of skin rejuvenation.","Engineered to erase blemishes so you don’t have to cover them. Harnessing the power of full-spectrum red light energy, FAQ™ 502 goes beyond superficial treatments by targeting the root causes of skin damage at a cellular level. Whether you need help minimizing the appearance of fine lines & wrinkles, targeting pigmentation irregularities, or reducing texture & redness, this device visibly improves overall skin quality, and restores your complexion to its healthiest. This isn’t just red light therapy. It’s the complete spectrum of skin rejuvenation."
Full-spectrum red light energy: mimics the sun’s natural healing wavelengths - broad & narrow red light (without harmful UV or blue light).,Full-spectrum red light energy: mimics the sun’s natural healing wavelengths - broad & narrow red light (without harmful UV or blue light).
"Multi-depth skin targeting: Broad-spectrum pulsed light reaches mid-to-deep dermal layers, while narrow LED wavelengths are absorbed at precise depths, to targer skin across all layers.","Multi-depth skin targeting: Broad-spectrum pulsed light reaches mid-to-deep dermal layers, while narrow LED wavelengths are absorbed at precise depths, to targer skin across all layers."
